11_4ecbplus.xml_1,11_1ecbplus.xml_1,0,0
28_8ecbplus.xml_1,28_2ecbplus.xml_1,0,1
28_4ecbplus.xml_1,28_2ecbplus.xml_1,0,1
19_11ecbplus.xml_1,19_5ecbplus.xml_1,0,1
19_4ecbplus.xml_1,19_5ecbplus.xml_1,1,1
19_4ecbplus.xml_1,19_11ecbplus.xml_1,1,0
19_9ecbplus.xml_1,19_11ecbplus.xml_1,0,0
24_2ecbplus.xml_1,24_10ecb.xml_1,0,0
24_1ecbplus.xml_1,24_2ecbplus.xml_1,0,0
24_9ecbplus.xml_1,24_2ecbplus.xml_1,0,1
24_9ecbplus.xml_1,24_10ecb.xml_1,0,0
24_6ecbplus.xml_1,24_2ecbplus.xml_1,0,0
13_8ecbplus.xml_1,13_11ecbplus.xml_1,0,0
13_13ecbplus.xml_1,13_8ecbplus.xml_1,0,0
13_7ecbplus.xml_1,13_8ecbplus.xml_1,1,1
13_7ecbplus.xml_1,13_11ecbplus.xml_1,1,0
13_6ecbplus.xml_1,13_13ecbplus.xml_1,0,1
13_6ecbplus.xml_1,13_11ecbplus.xml_1,0,0
14_7ecbplus.xml_1,14_11ecbplus.xml_1,1,1
14_10ecbplus.xml_1,14_11ecbplus.xml_1,1,1
14_1ecbplus.xml_1,14_11ecbplus.xml_1,1,1
22_12ecbplus.xml_1,22_10ecbplus.xml_1,0,0
22_14ecbplus.xml_1,22_12ecbplus.xml_1,1,1
22_14ecbplus.xml_1,22_10ecbplus.xml_1,1,0
22_3ecbplus.xml_1,22_12ecbplus.xml_1,0,0
32_7ecb.xml_10,32_3ecbplus.xml_10,0,0
32_9ecbplus.xml_10,32_7ecb.xml_10,0,0
32_5ecbplus.xml_10,32_9ecbplus.xml_10,0,0
32_6ecb.xml_10,32_7ecb.xml_10,0,0
20_3ecbplus.xml_10,20_11ecbplus.xml_1,0,0
20_6ecbplus.xml_10,20_11ecbplus.xml_1,0,1
20_6ecbplus.xml_10,20_3ecbplus.xml_10,0,0
20_4ecbplus.xml_10,20_6ecbplus.xml_10,1,1
20_4ecbplus.xml_10,20_11ecbplus.xml_1,1,0
20_11ecbplus.xml_10,20_3ecbplus.xml_10,0,0
20_2ecbplus.xml_10,20_11ecbplus.xml_1,0,0
20_8ecbplus.xml_10,20_3ecbplus.xml_10,0,0
27_11ecbplus.xml_10,27_2ecb.xml_10,0,0
9_10ecb.xml_10,9_11ecbplus.xml_1,0,0
11_1ecb.xml_10,11_1ecbplus.xml_1,0,0
11_4ecb.xml_10,11_1ecbplus.xml_1,0,0
7_4ecbplus.xml_10,7_8ecbplus.xml_10,0,0
7_9ecbplus.xml_10,7_4ecbplus.xml_10,0,0
7_6ecbplus.xml_10,7_8ecbplus.xml_10,0,1
7_6ecbplus.xml_10,7_4ecbplus.xml_10,0,0
29_3ecbplus.xml_10,29_6ecbplus.xml_10,0,0
16_2ecbplus.xml_10,16_3ecbplus.xml_10,0,0
16_8ecbplus.xml_10,16_3ecbplus.xml_10,0,0
16_5ecbplus.xml_10,16_8ecbplus.xml_10,0,0
16_11ecbplus.xml_10,16_5ecbplus.xml_10,0,0
6_7ecbplus.xml_10,6_11ecbplus.xml_1,0,0
6_9ecb.xml_10,6_7ecbplus.xml_10,0,0
6_9ecbplus.xml_10,6_9ecb.xml_10,0,0
6_1ecb.xml_10,6_11ecbplus.xml_1,0,0
6_6ecbplus.xml_10,6_11ecbplus.xml_1,0,1
6_6ecbplus.xml_10,6_1ecb.xml_10,0,0
28_10ecb.xml_10,28_2ecbplus.xml_1,0,1
28_4ecbplus.xml_10,28_2ecbplus.xml_1,0,0
1_8ecb.xml_10,1_13ecb.xml_10,0,0
1_16ecbplus.xml_10,1_13ecb.xml_10,0,0
1_18ecbplus.xml_10,1_16ecbplus.xml_10,1,1
1_18ecbplus.xml_10,1_13ecb.xml_10,1,0
1_20ecbplus.xml_10,1_16ecbplus.xml_10,0,0
10_18ecbplus.xml_10,10_5ecb.xml_10,0,0
10_20ecbplus.xml_10,10_18ecbplus.xml_10,0,0
10_4ecb.xml_10,10_5ecb.xml_10,1,1
10_4ecb.xml_10,10_20ecbplus.xml_10,1,0
19_7ecbplus.xml_10,19_5ecbplus.xml_1,0,0
19_2ecbplus.xml_10,19_7ecbplus.xml_10,0,0
19_11ecb.xml_10,19_7ecbplus.xml_10,0,0
19_4ecb.xml_10,19_7ecbplus.xml_10,0,0
19_8ecbplus.xml_10,19_7ecbplus.xml_10,0,0
19_3ecbplus.xml_10,19_5ecbplus.xml_1,0,1
19_3ecbplus.xml_10,19_2ecbplus.xml_10,0,0
19_6ecbplus.xml_10,19_9ecbplus.xml_1,0,1
19_6ecbplus.xml_10,19_8ecbplus.xml_10,0,0
19_5ecb.xml_10,19_11ecb.xml_10,0,1
19_5ecb.xml_10,19_4ecb.xml_10,0,0
19_10ecbplus.xml_10,19_11ecbplus.xml_1,0,1
19_7ecb.xml_10,19_4ecb.xml_10,0,1
19_7ecb.xml_10,19_5ecb.xml_10,0,0
26_6ecbplus.xml_10,26_10ecbplus.xml_10,0,0
26_3ecbplus.xml_10,26_10ecbplus.xml_10,0,0
26_4ecbplus.xml_10,26_10ecbplus.xml_10,0,0
26_1ecbplus.xml_10,26_10ecbplus.xml_10,0,1
26_1ecbplus.xml_10,26_4ecbplus.xml_10,0,0
26_2ecbplus.xml_10,26_4ecbplus.xml_10,1,1
26_2ecbplus.xml_10,26_6ecbplus.xml_10,1,0
26_7ecbplus.xml_10,26_10ecbplus.xml_10,0,1
26_7ecbplus.xml_10,26_3ecbplus.xml_10,0,0
